Exactly two selected jets:
------------------------------------------------------------------------------------
Initial	Scrap	HEHB	Trigger	PV	Muon	LMVeto	LEVeto	Jet	MT	bTag

19069	19069	0	1444	1442	1185	1184	1183	563	0	0
------------------------------------------------------------------------------------

RunNumber|	EventNumber|	LumiBlock|	ptLepton|	relIso|	ptjet1|	ptjet2|	MET|	MT|	btagjet1|	btagjet2
================================================================================================================================
1|	2688136|	6|	44.1321|	0.0541046 (1.60738, 0.780366, 0) |	50.6308|	49.8392|	|	|	|	
1|	2688170|	6|	51.9619|	0.002558 (0, 0.132918, 0) |	170.972|	103.289|	|	|	|	
1|	3868187|	8|	51.3307|	0.00513984 (0, 0.263831, 0) |	58.2987|	39.1581|	|	|	|	
1|	3868197|	8|	26.0921|	0 (0, 0, 0) |	80.0711|	59.1204|	|	|	|	
1|	3868218|	8|	67.7895|	0.00629283 (0, 0.426588, 0) |	66.2985|	41.8091|	|	|	|	
1|	3868223|	8|	23.4768|	0.0755269 (0, 0.517042, 1.25609) |	104.404|	44.7386|	|	|	|	
1|	3868288|	8|	34.1287|	0.135765 (0, 1.65574, 2.97774) |	50.5307|	50.2592|	|	|	|	
1|	3868295|	8|	20.3863|	0.0687456 (0.663108, 0, 0.738362) |	81.9801|	77.1514|	|	|	|	
1|	3868388|	8|	79.8856|	0.0131879 (0, 1.05353, 0) |	158.787|	52.6447|	|	|	|	
1|	3868403|	8|	75.1613|	0.0131452 (0, 0.988013, 0) |	121.77|	57.9296|	|	|	|	
1|	3868419|	8|	27.6295|	0.108512 (2.99814, 0, 0) |	241.698|	159.767|	|	|	|	
1|	3868426|	8|	38.5476|	0.0512046 (0, 1.97381, 0) |	109.796|	54.8737|	|	|	|	
1|	3868434|	8|	59.8322|	0.0341967 (0, 0.604028, 1.44203) |	61.2797|	50.8862|	|	|	|	
1|	3868566|	8|	46.9157|	0.12206 (0, 4.25071, 1.4758) |	48.2101|	42.2384|	|	|	|	
1|	3868600|	8|	49.8788|	0.00266966 (0, 0.133159, 0) |	93.7271|	79.9994|	|	|	|	
1|	3868686|	8|	29.3246|	0.0242584 (0, 0, 0.711366) |	51.4404|	42.8651|	|	|	|	
1|	3868688|	8|	88.6742|	0 (0, 0, 0) |	210.421|	31.7295|	|	|	|	
1|	3868700|	8|	64.2178|	0.0207329 (0, 1.33142, 0) |	68.537|	33.6228|	|	|	|	
1|	3868723|	8|	33.1974|	0 (0, 0, 0) |	59.8742|	48.3279|	|	|	|	
1|	3868727|	8|	103.812|	0.00821483 (0, 0.852802, 0) |	51.8041|	31.4301|	|	|	|	
1|	3868736|	8|	35.7837|	0.024472 (0, 0.8757, 0) |	52.2633|	47.7357|	|	|	|	
1|	3868765|	8|	81.467|	0.00790082 (0, 0, 0.643656) |	60.8719|	51.9926|	|	|	|	
1|	3868783|	8|	78.0557|	0.0244539 (0, 1.90877, 0) |	105.452|	33.9851|	|	|	|	
1|	3868786|	8|	47.1803|	0 (0, 0, 0) |	93.1989|	90.9522|	|	|	|	
1|	3816200|	8|	36.0076|	0.048031 (0, 0.106611, 1.62287) |	48.6838|	42.6287|	|	|	|	
1|	3816201|	8|	53.0608|	0.0239286 (0, 0, 1.26967) |	63.7703|	36.9955|	|	|	|	
1|	3816239|	8|	64.6957|	0.0308161 (0, 1.24203, 0.75164) |	56.927|	39.6171|	|	|	|	
1|	3816240|	8|	86.1431|	0.00627173 (0, 0.540266, 0) |	125.662|	92.6571|	|	|	|	
1|	3816257|	8|	81.2871|	0.00207538 (0, 0.168702, 0) |	73.2497|	30.6763|	|	|	|	
1|	3816262|	8|	36.2426|	0 (0, 0, 0) |	59.4346|	42.6132|	|	|	|	
1|	3816276|	8|	52.2042|	0 (0, 0, 0) |	93.7219|	52.3244|	|	|	|	
1|	3816312|	8|	51.6331|	0 (0, 0, 0) |	81.2165|	52.6157|	|	|	|	
1|	3816373|	8|	30.4424|	0.0325021 (0, 0.989441, 0) |	46.0571|	34.6255|	|	|	|	
1|	3816403|	8|	27.2717|	0.126534 (0.946607, 1.86057, 0.643621) |	79.2556|	75.265|	|	|	|	
1|	3816411|	8|	40.9345|	0.0722265 (0, 2.95656, 0) |	67.986|	61.3912|	|	|	|	
1|	3816414|	8|	29.1371|	0.013336 (0, 0.388572, 0) |	62.8526|	49.6613|	|	|	|	
1|	3816464|	8|	89.2962|	0.0319688 (0.87607, 1.97862, 0) |	43.2061|	40.6897|	|	|	|	
1|	3816580|	8|	58.4111|	0.0190013 (0, 1.10989, 0) |	77.4852|	32.7651|	|	|	|	
1|	3816598|	8|	60.6853|	0.0115026 (0, 0, 0.698037) |	42.2982|	35.5127|	|	|	|	
1|	3816619|	8|	41.3576|	0 (0, 0, 0) |	93.3684|	76.491|	|	|	|	
1|	3816620|	8|	76.9365|	0.0575642 (0, 4.42879, 0) |	156.481|	103.005|	|	|	|	
1|	3816658|	8|	87.6564|	0 (0, 0, 0) |	62.6378|	40.0347|	|	|	|	
1|	3816674|	8|	58.6308|	0 (0, 0, 0) |	73.4138|	45.8416|	|	|	|	
1|	3816691|	8|	38.3768|	0.0981031 (1.65861, 1.38211, 0.724157) |	60.0705|	43.8072|	|	|	|	
1|	3816704|	8|	36.5931|	0.0689716 (0, 2.52389, 0) |	54.8066|	37.6939|	|	|	|	
1|	3816742|	8|	30.642|	0 (0, 0, 0) |	102.745|	51.2588|	|	|	|	
1|	3771334|	8|	28.2772|	0 (0, 0, 0) |	118.122|	60.1886|	|	|	|	
1|	3771352|	8|	45.5017|	0.0549766 (0.791368, 1.71016, 0) |	94.2009|	81.1593|	|	|	|	
1|	3771439|	8|	46.847|	0 (0, 0, 0) |	190.369|	140.139|	|	|	|	
1|	3771456|	8|	22.8455|	0 (0, 0, 0) |	113.152|	31.0533|	|	|	|	
1|	3771471|	8|	69.5414|	0.0506924 (0.785008, 2.74021, 0) |	59.6594|	50.5549|	|	|	|	
1|	3771483|	8|	49.5431|	0.0884311 (0, 3.82224, 0.558913) |	80.5707|	39.8582|	|	|	|	
1|	3771485|	8|	28.0564|	0.0488687 (0, 1.37108, 0) |	40.3144|	37.3818|	|	|	|	
1|	3771486|	8|	70.0442|	0.00854497 (0, 0.598526, 0) |	51.326|	36.9522|	|	|	|	
1|	3771510|	8|	49.3416|	0.00399287 (0, 0.197015, 0) |	53.1157|	31.6957|	|	|	|	
1|	3771525|	8|	107.566|	0.00414945 (0, 0.446339, 0) |	73.4433|	57.9449|	|	|	|	
1|	3771611|	8|	126.342|	0.021615 (1.90753, 0.823364, 0) |	225.619|	71.7214|	|	|	|	
1|	3771653|	8|	34.6649|	0.00496815 (0, 0.17222, 0) |	73.3364|	70.487|	|	|	|	
1|	3771697|	8|	74.9763|	0.056688 (0.82406, 1.3198, 2.10639) |	83.6739|	80.5117|	|	|	|	
1|	3771723|	8|	43.9241|	0.0251089 (0.528095, 0, 0.574792) |	98.977|	37.7562|	|	|	|	
1|	3771871|	8|	36.3499|	0.096817 (0.853671, 2.66562, 0) |	70.8023|	58.5491|	|	|	|	
1|	3771917|	8|	20.5259|	0.0396642 (0, 0.814142, 0) |	49.4424|	35.628|	|	|	|	
1|	3771923|	8|	25.1541|	0 (0, 0, 0) |	115.156|	59.6979|	|	|	|	
1|	3817457|	8|	50.7989|	0.0252894 (0, 1.28467, 0) |	98.2447|	76.1212|	|	|	|	
1|	3817485|	8|	34.0423|	0.0984132 (0.933041, 2.41717, 0) |	69.495|	35.3404|	|	|	|	
1|	3817511|	8|	24.2346|	0.0874568 (1.18363, 0.935851, 0) |	213.567|	171.729|	|	|	|	
1|	3817543|	8|	21.657|	0.0266271 (0, 0.576663, 0) |	62.3728|	45.5168|	|	|	|	
1|	3817546|	8|	49.5402|	0 (0, 0, 0) |	76.2181|	65.6636|	|	|	|	
1|	3817588|	8|	138.545|	0.00438981 (0, 0.608186, 0) |	235.511|	84.8405|	|	|	|	
1|	3817624|	8|	38.9482|	0.0210049 (0, 0, 0.818103) |	66.1326|	37.9889|	|	|	|	
1|	3817642|	8|	26.4786|	0 (0, 0, 0) |	95.3709|	52.9835|	|	|	|	
1|	3817738|	8|	49.2549|	0.0117909 (0, 0.580758, 0) |	60.0956|	36.6599|	|	|	|	
1|	3817747|	8|	34.0411|	0.0794669 (1.84153, 0, 0.863613) |	91.5514|	43.6253|	|	|	|	
1|	3817763|	8|	56.8787|	0.0649083 (0, 3.6919, 0) |	77.2737|	76.24|	|	|	|	
1|	3817809|	8|	25.2808|	0.0125289 (0, 0.31674, 0) |	85.6463|	81.011|	|	|	|	
1|	3817826|	8|	23.6233|	0 (0, 0, 0) |	113.563|	47.8291|	|	|	|	
1|	3817848|	8|	23.1126|	0.122704 (0.947287, 1.88872, 0) |	55.7399|	48.9019|	|	|	|	
1|	3817865|	8|	63.7741|	0.0334189 (0, 0.62229, 1.50897) |	46.2313|	44.8784|	|	|	|	
1|	3817893|	8|	31.3615|	0.0971369 (0.925132, 0.693894, 1.42734) |	33.5643|	31.9012|	|	|	|	

